"year","territory","oblast_code","title_count","copy_count","territory_ua"
2020,"Kirovohrad","UA35000000000016081",66,18.5,"Кіровоградська"
2020,"Luhansk","UA44000000000018893",33,6.9,"Луганська"
2020,"Lviv","UA46000000000026241",1499,1468.4,"Львівська"
2020,"Mykolaiv","UA48000000000039575",105,37.1,"Миколаївська"
2020,"Odesa","UA51000000000030770",569,146.5,"Одеська"
2020,"Poltava","UA53000000000028050",259,59,"Полтавська"
2020,"Rivne","UA56000000000066151",192,113,"Рівненська"
2020,"Sumy","UA59000000000057109",362,385.6,"Сумська"
2020,"Ternopil","UA61000000000060328",924,2700.8,"Тернопільська"
2020,"Kharkiv","UA63000000000041885",4891,20132.1,"Харківська"
2020,"Kherson","UA65000000000030969",292,77.9,"Херсонська"
2020,"Khmelnytskyi","UA68000000000099709",355,177.2,"Хмельницька"
2020,"Cherkasy","UA71000000000010357",161,67.1,"Черкаська"
2020,"Chernivtsi","UA73000000000044923",375,294.6,"Чернівецька"
2020,"Chernihiv","UA74000000000025378",219,71.9,"Чернігівська"
2021,"Ivano-Frankivsk","UA26000000000069363",277,74.4,"Івано-Франківська"
2021,"Crimea","UA01000000000013043",0,0,"Автономна Республіка Крим"
2021,"Volyn","UA07000000000024379",192,116.5,"Волинська"
2021,"Vinnytsia","UA05000000000010236",741,158.7,"Вінницька"
2021,"Dnipro","UA12000000000090473",614,144.8,"Дніпропетровська"
2021,"Donetsk","UA14000000000091971",121,68.7,"Донецька"
2021,"Zhytomyr","UA18000000000041385",120,29.8,"Житомирська"
2021,"Zakarpattia","UA21000000000011690",229,128.3,"Закарпатська"
2021,"Zaporizhzhia","UA23000000000064947",372,84.2,"Запорізька"
2021,"Kyiv City","UA80000000000093317",6571,17164.9,"Київ"
2021,"Kyiv Oblast","UA32000000000030281",140,34.2,"Київська"
2021,"Kirovohrad","UA35000000000016081",82,23.5,"Кіровоградська"
2021,"Luhansk","UA44000000000018893",46,7.7,"Луганська"
2021,"Lviv","UA46000000000026241",1742,1628.9,"Львівська"
2021,"Mykolaiv","UA48000000000039575",159,36.8,"Миколаївська"
2021,"Odesa","UA51000000000030770",704,173.7,"Одеська"
2021,"Poltava","UA53000000000028050",239,76.5,"Полтавська"
2021,"Rivne","UA56000000000066151",246,106.5,"Рівненська"
2021,"Sumy","UA59000000000057109",376,389.2,"Сумська"
2021,"Ternopil","UA61000000000060328",1032,2753.7,"Тернопільська"
2021,"Kharkiv","UA63000000000041885",5463,20838.4,"Харківська"
2021,"Kherson","UA65000000000030969",363,89,"Херсонська"
2021,"Khmelnytskyi","UA68000000000099709",496,155.4,"Хмельницька"
2021,"Cherkasy","UA71000000000010357",162,72.7,"Черкаська"
2021,"Chernivtsi","UA73000000000044923",155,63,"Чернівецька"
2021,"Chernihiv","UA74000000000025378",453,334.1,"Чернігівська"
2022,"Ivano-Frankivsk","UA26000000000069363",210,50,"Івано-Франківська"
2022,"Crimea","UA01000000000013043",0,0,"Автономна Республіка Крим"
2022,"Volyn","UA07000000000024379",100,26.9,"Волинська"
2022,"Vinnytsia","UA05000000000010236",427,80.9,"Вінницька"
2022,"Dnipro","UA12000000000090473",307,58.5,"Дніпропетровська"
2022,"Donetsk","UA14000000000091971",11,2.7,"Донецька"
2022,"Zhytomyr","UA18000000000041385",55,10.3,"Житомирська"
2022,"Zakarpattia","UA21000000000011690",156,48,"Закарпатська"
2022,"Zaporizhzhia","UA23000000000064947",86,20.7,"Запорізька"
2022,"Kyiv City","UA80000000000093317",3679,4308.4,"Київ"
2022,"Kyiv Oblast","UA32000000000030281",46,13.7,"Київська"
2022,"Kirovohrad","UA35000000000016081",58,12.5,"Кіровоградська"
2022,"Luhansk","UA44000000000018893",13,2.1,"Луганська"
2022,"Lviv","UA46000000000026241",1171,1391.8,"Львівська"
2022,"Mykolaiv","UA48000000000039575",42,8,"Миколаївська"
2022,"Odesa","UA51000000000030770",300,65.4,"Одеська"
2022,"Poltava","UA53000000000028050",165,84.4,"Полтавська"
2022,"Rivne","UA56000000000066151",153,44.8,"Рівненська"
2022,"Sumy","UA59000000000057109",200,238.6,"Сумська"
2022,"Ternopil","UA61000000000060328",551,1033,"Тернопільська"
2022,"Kharkiv","UA63000000000041885",1429,3747.4,"Харківська"
2022,"Kherson","UA65000000000030969",20,2.4,"Херсонська"
2022,"Khmelnytskyi","UA68000000000099709",238,68,"Хмельницька"
2022,"Cherkasy","UA71000000000010357",92,303.1,"Черкаська"
2022,"Chernivtsi","UA73000000000044923",41,11,"Чернівецька"
2022,"Chernihiv","UA74000000000025378",141,71.6,"Чернігівська"
2023,"Ivano-Frankivsk","UA26000000000069363",217,36.7,"Івано-Франківська"
2023,"Crimea","UA01000000000013043",0,0,"Автономна Республіка Крим"
2023,"Volyn","UA07000000000024379",253,269.6,"Волинська"
2023,"Vinnytsia","UA05000000000010236",408,68.4,"Вінницька"
2023,"Dnipro","UA12000000000090473",593,171,"Дніпропетровська"
2023,"Donetsk","UA14000000000091971",7,0.7,"Донецька"
2023,"Zhytomyr","UA18000000000041385",146,23.4,"Житомирська"
2023,"Zakarpattia","UA21000000000011690",153,35.8,"Закарпатська"
2023,"Zaporizhzhia","UA23000000000064947",101,18.3,"Запорізька"
2023,"Kyiv City","UA80000000000093317",5328,9899.2,"Київ"
2023,"Kyiv Oblast","UA32000000000030281",84,19.3,"Київська"
2023,"Kirovohrad","UA35000000000016081",30,5.9,"Кіровоградська"
2023,"Luhansk","UA44000000000018893",0,0,"Луганська"
2023,"Lviv","UA46000000000026241",1718,1640.6,"Львівська"
2023,"Mykolaiv","UA48000000000039575",74,13.3,"Миколаївська"
2023,"Odesa","UA51000000000030770",711,159.9,"Одеська"
2023,"Poltava","UA53000000000028050",185,77,"Полтавська"
2023,"Rivne","UA56000000000066151",123,71.2,"Рівненська"
2023,"Sumy","UA59000000000057109",243,180.6,"Сумська"
2023,"Ternopil","UA61000000000060328",889,1041.8,"Тернопільська"
2023,"Kharkiv","UA63000000000041885",2983,10177,"Харківська"
2023,"Kherson","UA65000000000030969",64,18.3,"Херсонська"
2023,"Khmelnytskyi","UA68000000000099709",294,181.9,"Хмельницька"
2023,"Cherkasy","UA71000000000010357",122,247,"Черкаська"
2023,"Chernivtsi","UA73000000000044923",380,289.5,"Чернівецька"
2023,"Chernihiv","UA74000000000025378",81,17.6,"Чернігівська"
2024,"Ivano-Frankivsk","UA26000000000069363",252,165.7,"Івано-Франківська"
2024,"Crimea","UA01000000000013043",0,0,"Автономна Республіка Крим"
2024,"Volyn","UA07000000000024379",205,115.2,"Волинська"
2024,"Vinnytsia","UA05000000000010236",303,49.9,"Вінницька"
2024,"Dnipro","UA12000000000090473",433,148.9,"Дніпропетровська"
2024,"Donetsk","UA14000000000091971",1,0.3,"Донецька"
2024,"Zhytomyr","UA18000000000041385",149,28.7,"Житомирська"
2024,"Zakarpattia","UA21000000000011690",175,52.1,"Закарпатська"
2024,"Zaporizhzhia","UA23000000000064947",99,90,"Запорізька"
2024,"Kyiv City","UA80000000000093317",5577,16517.7,"Київ"
2024,"Kyiv Oblast","UA32000000000030281",102,28.9,"Київська"
2024,"Kirovohrad","UA35000000000016081",57,15.1,"Кіровоградська"
2024,"Luhansk","UA44000000000018893",0,0,"Луганська"
2024,"Lviv","UA46000000000026241",1778,1786.7,"Львівська"
2024,"Mykolaiv","UA48000000000039575",105,23.2,"Миколаївська"
2024,"Odesa","UA51000000000030770",632,128.6,"Одеська"
2024,"Poltava","UA53000000000028050",216,78.4,"Полтавська"
2024,"Rivne","UA56000000000066151",149,65.5,"Рівненська"
2024,"Sumy","UA59000000000057109",267,187.6,"Сумська"
2024,"Ternopil","UA61000000000060328",830,2686.2,"Тернопільська"
2024,"Kharkiv","UA63000000000041885",2401,11141.3,"Харківська"
2024,"Kherson","UA65000000000030969",10,1.6,"Херсонська"
2024,"Khmelnytskyi","UA68000000000099709",275,298.4,"Хмельницька"
2024,"Cherkasy","UA71000000000010357",150,152.7,"Черкаська"
2024,"Chernivtsi","UA73000000000044923",245,237.2,"Чернівецька"
2024,"Chernihiv","UA74000000000025378",89,17.3,"Чернігівська"
