"year","category_type","category_value","measure","value"
2008,"theme","Література з філологічних наук","title_count",1228
2008,"theme","Література універсального змісту","copy_count",76.3
2008,"theme","Література універсального змісту","title_count",22
2008,"theme","Мистецтво. Мистецтвознавство","copy_count",212
2008,"theme","Мистецтво. Мистецтвознавство","title_count",239
2008,"theme","Охорона здоров'я. Медична література","copy_count",2354.6
2008,"theme","Охорона здоров'я. Медична література","title_count",845
2008,"theme","Політична і соціально-економічна література","copy_count",8125.1
2008,"theme","Політична і соціально-економічна література","title_count",5987
2008,"theme","Природничо-наукова література","copy_count",1460.6
2008,"theme","Природничо-наукова література","title_count",1704
2008,"theme","Сільськогосподарська література","copy_count",609.1
2008,"theme","Сільськогосподарська література","title_count",533
2008,"theme","Технічна література","copy_count",4402.1
2008,"theme","Технічна література","title_count",2737
2008,"theme","Художня література. Фольклор","copy_count",10510.4
2008,"theme","Художня література. Фольклор","title_count",3983
2008,"total","all_books","copy_count",58158.1
2008,"total","all_books","title_count",24040
2009,"language","Іврит","copy_count",0
2009,"language","Іврит","title_count",0
2009,"language","Іспанська","copy_count",0
2009,"language","Іспанська","title_count",0
2009,"language","Італійська","copy_count",0
2009,"language","Італійська","title_count",0
2009,"language","Азербайджанська","copy_count",0
2009,"language","Азербайджанська","title_count",0
2009,"language","Англійська","copy_count",0
2009,"language","Англійська","title_count",0
2009,"language","Арабська","copy_count",0
2009,"language","Арабська","title_count",0
2009,"language","Болгарська","copy_count",0
2009,"language","Болгарська","title_count",0
2009,"language","Білоруська","copy_count",0
2009,"language","Білоруська","title_count",0
2009,"language","Вʼєтнамська","copy_count",0
2009,"language","Вʼєтнамська","title_count",0
2009,"language","Гагаузька","copy_count",0
2009,"language","Гагаузька","title_count",0
2009,"language","Грецька","copy_count",0
2009,"language","Грецька","title_count",0
2009,"language","Давньогрецька","copy_count",0
2009,"language","Давньогрецька","title_count",0
2009,"language","Естонська","copy_count",0
2009,"language","Естонська","title_count",0
2009,"language","Китайська","copy_count",0
2009,"language","Китайська","title_count",0
2009,"language","Кримськотатарська","copy_count",0
2009,"language","Кримськотатарська","title_count",0
2009,"language","Кількома мовами народів світу","copy_count",0
2009,"language","Кількома мовами народів світу","title_count",0
2009,"language","Латинська","copy_count",0
2009,"language","Латинська","title_count",0
2009,"language","Литовська","copy_count",0
2009,"language","Литовська","title_count",0
2009,"language","Молдавська","copy_count",0
2009,"language","Молдавська","title_count",0
2009,"language","Новогрецька","copy_count",0
2009,"language","Новогрецька","title_count",0
2009,"language","Німецька","copy_count",0
2009,"language","Німецька","title_count",0
2009,"language","Польська","copy_count",0
2009,"language","Польська","title_count",0
2009,"language","Португальська","copy_count",0
2009,"language","Португальська","title_count",0
2009,"language","Ромська","copy_count",0
2009,"language","Ромська","title_count",0
2009,"language","Російська","copy_count",18622.7
2009,"language","Російська","title_count",5732
2009,"language","Румунська","copy_count",0
2009,"language","Румунська","title_count",0
2009,"language","Русинська","copy_count",0
2009,"language","Русинська","title_count",0
2009,"language","Сербська","copy_count",0
2009,"language","Сербська","title_count",0
2009,"language","Словацька","copy_count",0
2009,"language","Словацька","title_count",0
2009,"language","Старослов'янська (церковнослов'янська)","copy_count",0
2009,"language","Старослов'янська (церковнослов'янська)","title_count",0
2009,"language","Турецька","copy_count",0
2009,"language","Турецька","title_count",0
2009,"language","Угорська","copy_count",0
2009,"language","Угорська","title_count",0
2009,"language","Узбецька","copy_count",0
2009,"language","Узбецька","title_count",0
2009,"language","Українська","copy_count",27527
2009,"language","Українська","title_count",14797
2009,"language","Французька","copy_count",0
2009,"language","Французька","title_count",0
2009,"language","Чеська","copy_count",0
2009,"language","Чеська","title_count",0
2009,"language","Японська","copy_count",0
2009,"language","Японська","title_count",0
2009,"purpose","Інформаційні видання","copy_count",519
2009,"purpose","Інформаційні видання","title_count",48
2009,"purpose","Бібліографічні видання","copy_count",1056.7
2009,"purpose","Бібліографічні видання","title_count",182
2009,"purpose","Видання для дітей та юнацтва","copy_count",5495.3
2009,"purpose","Видання для дітей та юнацтва","title_count",1695
2009,"purpose","Видання для організації дозвілля","copy_count",3015.5
2009,"purpose","Видання для організації дозвілля","title_count",281
2009,"purpose","Громадсько-політичні видання","copy_count",226.4
2009,"purpose","Громадсько-політичні видання","title_count",76
2009,"purpose","Довідкові видання","copy_count",3019.9
2009,"purpose","Довідкові видання","title_count",828
2009,"purpose","Література релігійного змісту","copy_count",1293.2
2009,"purpose","Література релігійного змісту","title_count",427
2009,"purpose","Літературно-художні видання для дорослих","copy_count",7101
2009,"purpose","Літературно-художні видання для дорослих","title_count",3696
2009,"purpose","Навчальні та методичні видання","copy_count",19189.6
2009,"purpose","Навчальні та методичні видання","title_count",7746
2009,"purpose","Науково-популярні видання для дорослих","copy_count",3439.9
2009,"purpose","Науково-популярні видання для дорослих","title_count",1524
2009,"purpose","Наукові видання","copy_count",1771.8
2009,"purpose","Наукові видання","title_count",4339
2009,"purpose","Нормативні та виробничо-практичні видання","copy_count",1740
2009,"purpose","Нормативні та виробничо-практичні видання","title_count",774
2009,"purpose","Офіційні видання","copy_count",488.1
2009,"purpose","Офіційні видання","title_count",871
2009,"purpose","Рекламні видання","copy_count",115
2009,"purpose","Рекламні видання","title_count",4
2009,"territory","Івано-Франківська","copy_count",133.1
2009,"territory","Івано-Франківська","title_count",243
2009,"territory","Автономна Республіка Крим","copy_count",1385
2009,"territory","Автономна Республіка Крим","title_count",679
2009,"territory","Волинська","copy_count",696.4
2009,"territory","Волинська","title_count",343
2009,"territory","Вінницька","copy_count",162
2009,"territory","Вінницька","title_count",371
2009,"territory","Дніпропетровська","copy_count",311.7
2009,"territory","Дніпропетровська","title_count",697
2009,"territory","Донецька","copy_count",2767.7
2009,"territory","Донецька","title_count",1398
2009,"territory","Житомирська","copy_count",131.3
2009,"territory","Житомирська","title_count",252
2009,"territory","Закарпатська","copy_count",116.6
2009,"territory","Закарпатська","title_count",272
2009,"territory","Запорізька","copy_count",374.6
2009,"territory","Запорізька","title_count",334
2009,"territory","Київ","copy_count",16668.3
2009,"territory","Київ","title_count",6465
2009,"territory","Київська","copy_count",115.2
2009,"territory","Київська","title_count",164
2009,"territory","Кіровоградська","copy_count",65.2
2009,"territory","Кіровоградська","title_count",136
2009,"territory","Луганська","copy_count",152.6
2009,"territory","Луганська","title_count",403
2009,"territory","Львівська","copy_count",1133.3
2009,"territory","Львівська","title_count",1035
2009,"territory","Миколаївська","copy_count",103.7
2009,"territory","Миколаївська","title_count",239
2009,"territory","Одеська","copy_count",363.8
2009,"territory","Одеська","title_count",756
2009,"territory","Полтавська","copy_count",179.6
2009,"territory","Полтавська","title_count",375
2009,"territory","Рівненська","copy_count",111
2009,"territory","Рівненська","title_count",272
2009,"territory","Сумська","copy_count",235.7
2009,"territory","Сумська","title_count",381
2009,"territory","Тернопільська","copy_count",1876.4
2009,"territory","Тернопільська","title_count",825
2009,"territory","Харківська","copy_count",20642
2009,"territory","Харківська","title_count",5262
2009,"territory","Херсонська","copy_count",42.9
2009,"territory","Херсонська","title_count",152
2009,"territory","Хмельницька","copy_count",182.3
2009,"territory","Хмельницька","title_count",388
2009,"territory","Черкаська","copy_count",168.3
2009,"territory","Черкаська","title_count",339
2009,"territory","Чернівецька","copy_count",301.6
2009,"territory","Чернівецька","title_count",469
2009,"territory","Чернігівська","copy_count",94.1
2009,"territory","Чернігівська","title_count",241
2009,"theme","Дитяча література","copy_count",5495.3
2009,"theme","Дитяча література","title_count",1695
2009,"theme","Друк у цілому. Книгознавство. Преса. Поліграфія","copy_count",1518.8
2009,"theme","Друк у цілому. Книгознавство. Преса. Поліграфія","title_count",341
2009,"theme","Література з освіти і культури","copy_count",18079.8
2009,"theme","Література з освіти і культури","title_count",3954
2009,"theme","Література з фізичної культури і спорту","copy_count",178.2
2009,"theme","Література з фізичної культури і спорту","title_count",126
2009,"theme","Література з філологічних наук","copy_count",1100.1
2009,"theme","Література з філологічних наук","title_count",1111
2009,"theme","Література універсального змісту","copy_count",553.7
2009,"theme","Література універсального змісту","title_count",32
2009,"theme","Мистецтво. Мистецтвознавство","copy_count",186.7
2009,"theme","Мистецтво. Мистецтвознавство","title_count",234
2009,"theme","Охорона здоров'я. Медична література","copy_count",2295.2
2009,"theme","Охорона здоров'я. Медична література","title_count",914
2009,"theme","Політична і соціально-економічна література","copy_count",6290.2
2009,"theme","Політична і соціально-економічна література","title_count",5411
2009,"theme","Природничо-наукова література","copy_count",920
2009,"theme","Природничо-наукова література","title_count",1679
2009,"theme","Сільськогосподарська література","copy_count",848.5
2009,"theme","Сільськогосподарська література","title_count",504
2009,"theme","Технічна література","copy_count",3946.9
2009,"theme","Технічна література","title_count",2794
2009,"theme","Художня література. Фольклор","copy_count",7101
2009,"theme","Художня література. Фольклор","title_count",3696
2009,"total","all_books","copy_count",48514.4
2009,"total","all_books","title_count",22491
2010,"language","Іврит","copy_count",0
2010,"language","Іврит","title_count",0
2010,"language","Іспанська","copy_count",0
2010,"language","Іспанська","title_count",0
2010,"language","Італійська","copy_count",0
2010,"language","Італійська","title_count",0
2010,"language","Азербайджанська","copy_count",0
2010,"language","Азербайджанська","title_count",0
2010,"language","Англійська","copy_count",0
2010,"language","Англійська","title_count",0
2010,"language","Арабська","copy_count",0
2010,"language","Арабська","title_count",0
2010,"language","Болгарська","copy_count",0
2010,"language","Болгарська","title_count",0
2010,"language","Білоруська","copy_count",0
2010,"language","Білоруська","title_count",0
2010,"language","Вʼєтнамська","copy_count",0
2010,"language","Вʼєтнамська","title_count",0
2010,"language","Гагаузька","copy_count",0
2010,"language","Гагаузька","title_count",0
2010,"language","Грецька","copy_count",0
2010,"language","Грецька","title_count",0
2010,"language","Давньогрецька","copy_count",0
2010,"language","Давньогрецька","title_count",0
2010,"language","Естонська","copy_count",0
2010,"language","Естонська","title_count",0
2010,"language","Китайська","copy_count",0
2010,"language","Китайська","title_count",0
2010,"language","Кримськотатарська","copy_count",0
2010,"language","Кримськотатарська","title_count",0
2010,"language","Кількома мовами народів світу","copy_count",0
2010,"language","Кількома мовами народів світу","title_count",0
2010,"language","Латинська","copy_count",0
2010,"language","Латинська","title_count",0
2010,"language","Литовська","copy_count",0
2010,"language","Литовська","title_count",0
2010,"language","Молдавська","copy_count",0
2010,"language","Молдавська","title_count",0
2010,"language","Новогрецька","copy_count",0
2010,"language","Новогрецька","title_count",0
2010,"language","Німецька","copy_count",0
2010,"language","Німецька","title_count",0
2010,"language","Польська","copy_count",0
2010,"language","Польська","title_count",0
2010,"language","Португальська","copy_count",0
2010,"language","Португальська","title_count",0
2010,"language","Ромська","copy_count",0
2010,"language","Ромська","title_count",0
2010,"language","Російська","copy_count",17972.8
2010,"language","Російська","title_count",5554
2010,"language","Румунська","copy_count",0
2010,"language","Румунська","title_count",0
2010,"language","Русинська","copy_count",0
2010,"language","Русинська","title_count",0
2010,"language","Сербська","copy_count",0
2010,"language","Сербська","title_count",0
2010,"language","Словацька","copy_count",0
2010,"language","Словацька","title_count",0
2010,"language","Старослов'янська (церковнослов'янська)","copy_count",0
2010,"language","Старослов'янська (церковнослов'янська)","title_count",0
2010,"language","Турецька","copy_count",0
2010,"language","Турецька","title_count",0
2010,"language","Угорська","copy_count",0
2010,"language","Угорська","title_count",0
2010,"language","Узбецька","copy_count",0
2010,"language","Узбецька","title_count",0
2010,"language","Українська","copy_count",24704.4
2010,"language","Українська","title_count",14852
2010,"language","Французька","copy_count",0
2010,"language","Французька","title_count",0
2010,"language","Чеська","copy_count",0
2010,"language","Чеська","title_count",0
2010,"language","Японська","copy_count",0
2010,"language","Японська","title_count",0
2010,"purpose","Інформаційні видання","copy_count",155.9
2010,"purpose","Інформаційні видання","title_count",64
2010,"purpose","Бібліографічні видання","copy_count",46.3
2010,"purpose","Бібліографічні видання","title_count",231
2010,"purpose","Видання для дітей та юнацтва","copy_count",4770.6
2010,"purpose","Видання для дітей та юнацтва","title_count",1381
2010,"purpose","Видання для організації дозвілля","copy_count",3191.4
2010,"purpose","Видання для організації дозвілля","title_count",354
2010,"purpose","Громадсько-політичні видання","copy_count",306.1
2010,"purpose","Громадсько-політичні видання","title_count",72
2010,"purpose","Довідкові видання","copy_count",2371.1
2010,"purpose","Довідкові видання","title_count",786
2010,"purpose","Література релігійного змісту","copy_count",1512.3
2010,"purpose","Література релігійного змісту","title_count",504
2010,"purpose","Літературно-художні видання для дорослих","copy_count",6785.7
2010,"purpose","Літературно-художні видання для дорослих","title_count",3652
2010,"purpose","Навчальні та методичні видання","copy_count",17966.6
2010,"purpose","Навчальні та методичні видання","title_count",7602
2010,"purpose","Науково-популярні видання для дорослих","copy_count",3727
2010,"purpose","Науково-популярні видання для дорослих","title_count",1513
2010,"purpose","Наукові видання","copy_count",1981.1
2010,"purpose","Наукові видання","title_count",4665
2010,"purpose","Нормативні та виробничо-практичні видання","copy_count",1458.5
2010,"purpose","Нормативні та виробничо-практичні видання","title_count",815
2010,"purpose","Офіційні видання","copy_count",785.7
2010,"purpose","Офіційні видання","title_count",918
2010,"purpose","Рекламні видання","copy_count",0
2010,"purpose","Рекламні видання","title_count",0
2010,"territory","Івано-Франківська","copy_count",113.1
2010,"territory","Івано-Франківська","title_count",203
2010,"territory","Автономна Республіка Крим","copy_count",446.4
2010,"territory","Автономна Республіка Крим","title_count",602
2010,"territory","Волинська","copy_count",641.6
2010,"territory","Волинська","title_count",334
2010,"territory","Вінницька","copy_count",259.4
2010,"territory","Вінницька","title_count",459
2010,"territory","Дніпропетровська","copy_count",431.4
2010,"territory","Дніпропетровська","title_count",733
2010,"territory","Донецька","copy_count",2867.7
2010,"territory","Донецька","title_count",1464
2010,"territory","Житомирська","copy_count",107.6
2010,"territory","Житомирська","title_count",212
2010,"territory","Закарпатська","copy_count",97.7
2010,"territory","Закарпатська","title_count",195
2010,"territory","Запорізька","copy_count",207.6
2010,"territory","Запорізька","title_count",350
2010,"territory","Київ","copy_count",16733.4
2010,"territory","Київ","title_count",6989
2010,"territory","Київська","copy_count",113.9
2010,"territory","Київська","title_count",170
2010,"territory","Кіровоградська","copy_count",47.5
2010,"territory","Кіровоградська","title_count",133
2010,"territory","Луганська","copy_count",207.5
2010,"territory","Луганська","title_count",466
2010,"territory","Львівська","copy_count",960.3
2010,"territory","Львівська","title_count",1424
2010,"territory","Миколаївська","copy_count",54.9
2010,"territory","Миколаївська","title_count",169
2010,"territory","Одеська","copy_count",373
2010,"territory","Одеська","title_count",762
2010,"territory","Полтавська","copy_count",113.4
2010,"territory","Полтавська","title_count",278
2010,"territory","Рівненська","copy_count",89.6
2010,"territory","Рівненська","title_count",274
2010,"territory","Сумська","copy_count",191.7
2010,"territory","Сумська","title_count",403
2010,"territory","Тернопільська","copy_count",1127.7
2010,"territory","Тернопільська","title_count",822
2010,"territory","Харківська","copy_count",18942.8
2010,"territory","Харківська","title_count",4528
2010,"territory","Херсонська","copy_count",41.1
2010,"territory","Херсонська","title_count",125
2010,"territory","Хмельницька","copy_count",190.1
2010,"territory","Хмельницька","title_count",357
2010,"territory","Черкаська","copy_count",285.5
2010,"territory","Черкаська","title_count",408
2010,"territory","Чернівецька","copy_count",328.1
2010,"territory","Чернівецька","title_count",459
2010,"territory","Чернігівська","copy_count",85.3
2010,"territory","Чернігівська","title_count",238
2010,"theme","Дитяча література","copy_count",4770.6
2010,"theme","Дитяча література","title_count",1381
2010,"theme","Друк у цілому. Книгознавство. Преса. Поліграфія","copy_count",314.7
2010,"theme","Друк у цілому. Книгознавство. Преса. Поліграфія","title_count",442
2010,"theme","Література з освіти і культури","copy_count",16185.1
2010,"theme","Література з освіти і культури","title_count",3623
2010,"theme","Література з фізичної культури і спорту","copy_count",240.9
2010,"theme","Література з фізичної культури і спорту","title_count",141
2010,"theme","Література з філологічних наук","copy_count",1045.6
2010,"theme","Література з філологічних наук","title_count",1131
2010,"theme","Література універсального змісту","copy_count",205.6
2010,"theme","Література універсального змісту","title_count",40
2010,"theme","Мистецтво. Мистецтвознавство","copy_count",230.5
2010,"theme","Мистецтво. Мистецтвознавство","title_count",215
2010,"theme","Охорона здоров'я. Медична література","copy_count",2613
2010,"theme","Охорона здоров'я. Медична література","title_count",1097
2010,"theme","Політична і соціально-економічна література","copy_count",7219.4
2010,"theme","Політична і соціально-економічна література","title_count",6030
2010,"theme","Природничо-наукова література","copy_count",984
2010,"theme","Природничо-наукова література","title_count",1621
2010,"theme","Сільськогосподарська література","copy_count",928.7
2010,"theme","Сільськогосподарська література","title_count",479
2010,"theme","Технічна література","copy_count",3534.5
2010,"theme","Технічна література","title_count",2705
2010,"theme","Художня література. Фольклор","copy_count",6785.7
2010,"theme","Художня література. Фольклор","title_count",3652
2010,"total","all_books","copy_count",45058.3
2010,"total","all_books","title_count",22557
2011,"language","Іврит","copy_count",0
2011,"language","Іврит","title_count",0
2011,"language","Іспанська","copy_count",0
2011,"language","Іспанська","title_count",0
2011,"language","Італійська","copy_count",0
2011,"language","Італійська","title_count",0
2011,"language","Азербайджанська","copy_count",0
2011,"language","Азербайджанська","title_count",0
2011,"language","Англійська","copy_count",0
2011,"language","Англійська","title_count",0
2011,"language","Арабська","copy_count",0
2011,"language","Арабська","title_count",0
2011,"language","Болгарська","copy_count",0
2011,"language","Болгарська","title_count",0
2011,"language","Білоруська","copy_count",0
2011,"language","Білоруська","title_count",0
2011,"language","Вʼєтнамська","copy_count",0
2011,"language","Вʼєтнамська","title_count",0
2011,"language","Гагаузька","copy_count",0
2011,"language","Гагаузька","title_count",0
2011,"language","Грецька","copy_count",0
2011,"language","Грецька","title_count",0
2011,"language","Давньогрецька","copy_count",0
2011,"language","Давньогрецька","title_count",0
2011,"language","Естонська","copy_count",0
2011,"language","Естонська","title_count",0
2011,"language","Китайська","copy_count",0
2011,"language","Китайська","title_count",0
2011,"language","Кримськотатарська","copy_count",0
2011,"language","Кримськотатарська","title_count",0
2011,"language","Кількома мовами народів світу","copy_count",0
2011,"language","Кількома мовами народів світу","title_count",0
2011,"language","Латинська","copy_count",0
2011,"language","Латинська","title_count",0
2011,"language","Литовська","copy_count",0
2011,"language","Литовська","title_count",0
2011,"language","Молдавська","copy_count",0
2011,"language","Молдавська","title_count",0
2011,"language","Новогрецька","copy_count",0
2011,"language","Новогрецька","title_count",0
2011,"language","Німецька","copy_count",0
2011,"language","Німецька","title_count",0
2011,"language","Польська","copy_count",0
2011,"language","Польська","title_count",0
2011,"language","Португальська","copy_count",0
2011,"language","Португальська","title_count",0
2011,"language","Ромська","copy_count",0
2011,"language","Ромська","title_count",0
2011,"language","Російська","copy_count",19072.5
2011,"language","Російська","title_count",5420
2011,"language","Румунська","copy_count",0
2011,"language","Румунська","title_count",0
2011,"language","Русинська","copy_count",0
2011,"language","Русинська","title_count",0
2011,"language","Сербська","copy_count",0
2011,"language","Сербська","title_count",0
2011,"language","Словацька","copy_count",0
2011,"language","Словацька","title_count",0
2011,"language","Старослов'янська (церковнослов'янська)","copy_count",0
2011,"language","Старослов'янська (церковнослов'янська)","title_count",0
2011,"language","Турецька","copy_count",0
2011,"language","Турецька","title_count",0
2011,"language","Угорська","copy_count",0
2011,"language","Угорська","title_count",0
2011,"language","Узбецька","copy_count",0
2011,"language","Узбецька","title_count",0
2011,"language","Українська","copy_count",23509.9
2011,"language","Українська","title_count",14962
2011,"language","Французька","copy_count",0
2011,"language","Французька","title_count",0
2011,"language","Чеська","copy_count",0
2011,"language","Чеська","title_count",0
2011,"language","Японська","copy_count",0
2011,"language","Японська","title_count",0
2011,"purpose","Інформаційні видання","copy_count",38.7
2011,"purpose","Інформаційні видання","title_count",51
2011,"purpose","Бібліографічні видання","copy_count",36.9
2011,"purpose","Бібліографічні видання","title_count",183
2011,"purpose","Видання для дітей та юнацтва","copy_count",3634.3
2011,"purpose","Видання для дітей та юнацтва","title_count",1282
2011,"purpose","Видання для організації дозвілля","copy_count",4306.7
2011,"purpose","Видання для організації дозвілля","title_count",448
2011,"purpose","Громадсько-політичні видання","copy_count",71.4
2011,"purpose","Громадсько-політичні видання","title_count",60
2011,"purpose","Довідкові видання","copy_count",1980.4
2011,"purpose","Довідкові видання","title_count",742
2011,"purpose","Література релігійного змісту","copy_count",825
2011,"purpose","Література релігійного змісту","title_count",399
2011,"purpose","Літературно-художні видання для дорослих","copy_count",9228.5
2011,"purpose","Літературно-художні видання для дорослих","title_count",3731
2011,"purpose","Навчальні та методичні видання","copy_count",19764.9
2011,"purpose","Навчальні та методичні видання","title_count",7998
2011,"purpose","Науково-популярні видання для дорослих","copy_count",2878.4
2011,"purpose","Науково-популярні видання для дорослих","title_count",1327
2011,"purpose","Наукові видання","copy_count",1678.3
2011,"purpose","Наукові видання","title_count",4832
2011,"purpose","Нормативні та виробничо-практичні видання","copy_count",1551.3
2011,"purpose","Нормативні та виробничо-практичні видання","title_count",816
2011,"purpose","Офіційні видання","copy_count",560.3
2011,"purpose","Офіційні видання","title_count",950
2011,"purpose","Рекламні видання","copy_count",10.6
2011,"purpose","Рекламні видання","title_count",7
2011,"territory","Івано-Франківська","copy_count",97.2
2011,"territory","Івано-Франківська","title_count",264
2011,"territory","Автономна Республіка Крим","copy_count",351
2011,"territory","Автономна Республіка Крим","title_count",645
2011,"territory","Волинська","copy_count",182.9
2011,"territory","Волинська","title_count",308
2011,"territory","Вінницька","copy_count",146.8
2011,"territory","Вінницька","title_count",390
2011,"territory","Дніпропетровська","copy_count",589.8
2011,"territory","Дніпропетровська","title_count",804
2011,"territory","Донецька","copy_count",1908.2
2011,"territory","Донецька","title_count",1348
2011,"territory","Житомирська","copy_count",113.4
2011,"territory","Житомирська","title_count",222
2011,"territory","Закарпатська","copy_count",117.3
2011,"territory","Закарпатська","title_count",293
2011,"territory","Запорізька","copy_count",458.1
2011,"territory","Запорізька","title_count",421
2011,"territory","Київ","copy_count",18291.9
2011,"territory","Київ","title_count",7185
2011,"territory","Київська","copy_count",78.8
2011,"territory","Київська","title_count",111
2011,"territory","Кіровоградська","copy_count",94.8
2011,"territory","Кіровоградська","title_count",166
2011,"territory","Луганська","copy_count",169.6
2011,"territory","Луганська","title_count",494
2011,"territory","Львівська","copy_count",1170.5
2011,"territory","Львівська","title_count",1373
2011,"territory","Миколаївська","copy_count",71.4
2011,"territory","Миколаївська","title_count",221
2011,"territory","Одеська","copy_count",339.7
2011,"territory","Одеська","title_count",828
2011,"territory","Полтавська","copy_count",1116
2011,"territory","Полтавська","title_count",297
2011,"territory","Рівненська","copy_count",109.8
2011,"territory","Рівненська","title_count",254
2011,"territory","Сумська","copy_count",246.7
2011,"territory","Сумська","title_count",461
2011,"territory","Тернопільська","copy_count",1703.8
2011,"territory","Тернопільська","title_count",1023
2011,"territory","Харківська","copy_count",18424.8
2011,"territory","Харківська","title_count",3984
2011,"territory","Херсонська","copy_count",45.8
2011,"territory","Херсонська","title_count",135
2011,"territory","Хмельницька","copy_count",185.3
2011,"territory","Хмельницька","title_count",363
2011,"territory","Черкаська","copy_count",197.9
2011,"territory","Черкаська","title_count",442
2011,"territory","Чернівецька","copy_count",215.5
2011,"territory","Чернівецька","title_count",501
2011,"territory","Чернігівська","copy_count",138.7
2011,"territory","Чернігівська","title_count",293
2011,"theme","Дитяча література","copy_count",3634.3
2011,"theme","Дитяча література","title_count",1282
2011,"theme","Друк у цілому. Книгознавство. Преса. Поліграфія","copy_count",365.6
2011,"theme","Друк у цілому. Книгознавство. Преса. Поліграфія","title_count",351
2011,"theme","Література з освіти і культури","copy_count",18147.7
2011,"theme","Література з освіти і культури","title_count",3936
2011,"theme","Література з фізичної культури і спорту","copy_count",75.7
2011,"theme","Література з фізичної культури і спорту","title_count",106
2011,"theme","Література з філологічних наук","copy_count",1036
2011,"theme","Література з філологічних наук","title_count",1152
2011,"theme","Література універсального змісту","copy_count",361.2
2011,"theme","Література універсального змісту","title_count",38
2011,"theme","Мистецтво. Мистецтвознавство","copy_count",644.4
2011,"theme","Мистецтво. Мистецтвознавство","title_count",291
2011,"theme","Охорона здоров'я. Медична література","copy_count",1561.7
2011,"theme","Охорона здоров'я. Медична література","title_count",880
2011,"theme","Політична і соціально-економічна література","copy_count",5944
2011,"theme","Політична і соціально-економічна література","title_count",6248
2011,"theme","Природничо-наукова література","copy_count",822.5
2011,"theme","Природничо-наукова література","title_count",1700
2011,"theme","Сільськогосподарська література","copy_count",724.9
2011,"theme","Сільськогосподарська література","title_count",576
2011,"theme","Технічна література","copy_count",4019.2
2011,"theme","Технічна література","title_count",2535
2011,"theme","Художня література. Фольклор","copy_count",9228.5
2011,"theme","Художня література. Фольклор","title_count",3731
2011,"total","all_books","copy_count",46565.7
2011,"total","all_books","title_count",22826
2012,"language","Іврит","copy_count",0
2012,"language","Іврит","title_count",0
2012,"language","Іспанська","copy_count",0
2012,"language","Іспанська","title_count",0
2012,"language","Італійська","copy_count",0
2012,"language","Італійська","title_count",0
2012,"language","Азербайджанська","copy_count",0
2012,"language","Азербайджанська","title_count",0
2012,"language","Англійська","copy_count",0
2012,"language","Англійська","title_count",0
2012,"language","Арабська","copy_count",0
2012,"language","Арабська","title_count",0
2012,"language","Болгарська","copy_count",0
2012,"language","Болгарська","title_count",0
2012,"language","Білоруська","copy_count",0
2012,"language","Білоруська","title_count",0
2012,"language","Вʼєтнамська","copy_count",0
2012,"language","Вʼєтнамська","title_count",0
2012,"language","Гагаузька","copy_count",0
2012,"language","Гагаузька","title_count",0
2012,"language","Грецька","copy_count",0
2012,"language","Грецька","title_count",0
2012,"language","Давньогрецька","copy_count",0
2012,"language","Давньогрецька","title_count",0
2012,"language","Естонська","copy_count",0
2012,"language","Естонська","title_count",0
2012,"language","Китайська","copy_count",0
2012,"language","Китайська","title_count",0
2012,"language","Кримськотатарська","copy_count",0
2012,"language","Кримськотатарська","title_count",0
2012,"language","Кількома мовами народів світу","copy_count",0
2012,"language","Кількома мовами народів світу","title_count",0
2012,"language","Латинська","copy_count",0
2012,"language","Латинська","title_count",0
2012,"language","Литовська","copy_count",0
2012,"language","Литовська","title_count",0
2012,"language","Молдавська","copy_count",0
2012,"language","Молдавська","title_count",0
2012,"language","Новогрецька","copy_count",0
2012,"language","Новогрецька","title_count",0
2012,"language","Німецька","copy_count",0
2012,"language","Німецька","title_count",0
2012,"language","Польська","copy_count",0
2012,"language","Польська","title_count",0
2012,"language","Португальська","copy_count",0
2012,"language","Португальська","title_count",0
2012,"language","Ромська","copy_count",0
2012,"language","Ромська","title_count",0
2012,"language","Російська","copy_count",26544.9
2012,"language","Російська","title_count",7034
2012,"language","Румунська","copy_count",0
2012,"language","Румунська","title_count",0
2012,"language","Русинська","copy_count",0
2012,"language","Русинська","title_count",0
2012,"language","Сербська","copy_count",0
2012,"language","Сербська","title_count",0
2012,"language","Словацька","copy_count",0
2012,"language","Словацька","title_count",0
2012,"language","Старослов'янська (церковнослов'янська)","copy_count",0
2012,"language","Старослов'янська (церковнослов'янська)","title_count",0
2012,"language","Турецька","copy_count",0
2012,"language","Турецька","title_count",0
2012,"language","Угорська","copy_count",0
2012,"language","Угорська","title_count",0
2012,"language","Узбецька","copy_count",0
2012,"language","Узбецька","title_count",0
2012,"language","Українська","copy_count",31569.6
2012,"language","Українська","title_count",16342
2012,"language","Французька","copy_count",0
2012,"language","Французька","title_count",0
2012,"language","Чеська","copy_count",0
2012,"language","Чеська","title_count",0
2012,"language","Японська","copy_count",0
2012,"language","Японська","title_count",0
2012,"purpose","Інформаційні видання","copy_count",25.2
2012,"purpose","Інформаційні видання","title_count",60
2012,"purpose","Бібліографічні видання","copy_count",36.7
2012,"purpose","Бібліографічні видання","title_count",185
2012,"purpose","Видання для дітей та юнацтва","copy_count",7297.5
2012,"purpose","Видання для дітей та юнацтва","title_count",2554
2012,"purpose","Видання для організації дозвілля","copy_count",8425.6
